PROJECT_ID,RISK_ID,RISK_TREATMENT_ID,RISKOWNERDISCIPLINEID,RISKTREATMENTTYPEID,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
2847,11,1,13,1,Forgo any attempts to use BISECT and use either just data from BBSM and RSM or use existing data to predict porewater salinity in the marsh.,0,21,0,0,0,17-Oct-23
2847,12,1,13,4,Consider current changes in the coastal wetland landscape in response to sea level rise in the study area and areas similar.,0,0,0,0,0,17-Oct-23
3571,7,1,16,4,Accept risk.,0,40,0,0,0,17-Oct-23
3571,7,2,16,4,Accept risk.,0,40,0,0,0,17-Oct-23
3532,12,1,13,4,"Assume that approved budget, scope & schedule provides sufficient time and funding for the cost engineer to provide estimates for a reasonable number of alternatives",250000,60,1,1,0,18-Oct-23
4275,6,1,17,4,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting,0,0,0,0,0,24-Oct-23
4277,29,1,16,2,"Conduct surveys in the Feasibility stage, at least in high probability areas.",1,1,0,0,0,26-Oct-23
4277,29,2,16,2,"Underestimated costs would affect BCR and plan selection, contingencies should be included in cost estimate.",0,0,0,0,0,26-Oct-23
2847,25,1,16,4,"Prioritize either the rehydration project objective or the critical habitat needs instead of trying to find a balance. 
",10000,270,1,0,0,3-Nov-23
2847,27,1,13,2,"Provide as much information as possible during draft PIR, explain additional details that could be available with final PIR
",5000,30,1,0,0,3-Nov-23
2847,28,1,17,1,"Provide as much contingency as reasonable. 
",1000000,180,1,0,0,3-Nov-23
2847,29,1,18,1,"Coordination ongoing with real estate to determine level of effort for time and budget. 
",50000,60,1,0,0,3-Nov-23
2847,30,1,16,1,"Coordination ongoing with Miami-Dade County and USACE hydrogeology experts. 
",10000,30,1,0,0,3-Nov-23
2847,31,1,16,1,"Coordination ongoing with modeling team, environmental team. Different features considered in Round 3 modeling.
",10000,60,1,0,0,3-Nov-23
4172,14,1,4,2,On going communication and coordination with the PDT.,0,0,1,0,0,28-Nov-23
4234,5,1,14,4,Consultation on and drafting of the MOA will take place as early in the planning process as possible.,0,0,0,0,0,15-Nov-23
4312,6,1,17,4,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,15-Nov-23
4375,33,1,4,1,"Avoid constructing sediment moving structures directly upstream of critical habitat reaches, which should negate the need for sediment transport modeling. 
",0,0,0,0,0,5-Dec-23
4375,1,1,13,1,"Avoid as best as possible by communicating early and often with PDT, leadership, and VT.",0,0,0,0,0,6-Dec-23
4375,3,1,17,4,Ensure engagement with vertical chain for awareness of any proposed funding changes.,0,7,0,0,0,4-Dec-23
4375,3,2,17,5,"Risk has been repeatedly communicated and openly discussed with PDT, leadership, and Vertical Team. Consequences of the risk being realized is known.",0,0,0,0,0,6-Dec-23
4375,15,1,18,1,Perform gross appraisal/appraisal analysis as soon as sufficient plan detail is available,0,0,0,0,0,4-Dec-23
4375,35,1,18,1,"If possible, the risk should be avoidance",0,30,0,0,0,6-Dec-23
4375,35,2,18,4,"If the TSP involves a uniform deepening of the waterway, then acceptance is the only alternative besides mitigation to the extent possible (obtaining any available data).  ",0,0,0,0,0,6-Dec-23
4375,35,3,18,2,Identify utilities through geodatabases and available information,0,30,0,0,0,6-Dec-23
4412,1,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project.,0,22,0,0,0,11-Dec-23
4412,7,1,17,2,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,11-Dec-23
4172,3,1,17,4,The PDT will work efficiently to complete tasks and keep up-to-date with the latest processes. Constant monitoring of project status and funds will be implemented to reduce the risk of potential guidance changes.,0,0,0,1,0,27-Nov-23
4172,5,1,14,1,"After confirmation of discovery, avoid identified cultural resources if found during construction. If cannot avoid, the project will protect.",0,0,1,0,0,27-Nov-23
4172,5,2,14,2,Cultural resources survey phase 1 to be completed during design phase.,0,0,1,0,0,27-Nov-23
4172,5,3,14,2,Study boundary updated to avoid potential impacts to archaeological site 44GL0255 on the SE end after confirmation from NFS received at PDT meeting 18 SEP 2023.,0,0,0,1,0,28-Nov-23
4172,6,1,18,1,Examine all possibilities for laydown and construction access during feasibility to allow ample time/consideration of real estate requirements to be completed prior to construction.,0,0,1,0,0,27-Nov-23
4415,7,1,17,2,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,11-Dec-23
4162,3,1,17,4,Tolerate the risk and proceed. Continue to coordinate with NAE risk cadre and notify Vertical Team of major budget requests ASAP.,1,1,0,1,0,12-Sep-23
4162,9,1,2,2,Cost estimates consider cost fluctuations in the construction industry and materials.,1,1,0,1,0,12-Sep-23
4162,11,1,4,4,Tolerate risk and proceed. Continue coordinating with NAN to identify sand sources.,0,0,0,1,0,12-Sep-23
3775,4,1,1,1,rere,444,2,0,0,0,14-Dec-23
4234,18,1,9,1,Additional funding has been requested by the PDT to ensure that there is enough funding to perform the tasks for the complex alternatives identified. ,1000000,60,1,1,0,18-Dec-23
4234,17,1,4,1,"In order to avoid the risk, the PDT has proposed adding in additional time to the study schedule with additional contingency to ensure the H&H is accounted for. ",0,200,0,1,0,18-Dec-23
4275,1,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project,0,22,0,0,0,24-Oct-23
4275,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review,0,0,0,0,0,24-Oct-23
4277,3,1,13,4,Review boundary conditions of H&H data to identify problem areas for future study.,0,0,0,1,0,25-Oct-23
4277,5,1,4,4,Use adaptive O&M strategy to reduce initial construction design and cost where possible.,0,0,1,0,0,25-Oct-23
4553,1,1,10,2,Mitigation measure would be to reach out and apply visibility to the issue of it not being signed and the inflated costs it is creating. ,1327500,100,0,0,0,2-Jan-24
4553,2,1,9,4,The probable outcome is that the sediment trap will need to be redesigned and replaced. This causes no delay to the current design plan and timeframe. ,200000,0,0,0,0,2-Jan-24
4277,26,1,15,2,"Use the best information and methods to estimate nonstructural implementation costs to ensure that the BCR for each structure is as accurate as possible. 

Costs for historical structures were based off of recent local nonstructural measures done on historical properties. Costs for elevating structures with a slab and mobile homes were taken from a New Orleans study after adjusting the locality cost for the Norfolk area using RSMeans. Costs for basement fills were taken from a Lycoming County, PA study for USACE and adjusted for Norfolk area using RSMeans.",0,0,1,1,0,26-Oct-23
4375,13,1,18,1,Use available models and tools to provide adequate information to conduct accurate habitat impacts assessments to compare impacts across  alternatives to determine mitigation requirements. ,0,0,0,0,0,4-Dec-23
4231,3,1,1,2,Avoid issues in construction by addressing them during design. Host a meeting to ID the bare minimum section that MUST conform to UFGS. Hae USACE PDT member make recommendations and spell out formatting requirements for AE. ,5000,60,1,0,0,20-Nov-23
2847,26,1,9,5,Discuss and obtain approval for design requirement with SAD and HQ.,10000,90,1,0,0,3-Nov-23
2847,32,1,16,1,"Coordination ongoing with USACE and SFWMD OC. 
",10000,30,1,0,0,3-Nov-23
4231,3,2,1,4,Its too late to change it now and we will only delay the schedule by changing things. Let it ride...,500000,300,0,0,0,20-Nov-23
4231,3,3,1,1,Force AE to change everything into UFGS specs.,50000,180,0,0,0,20-Nov-23
4552,3,1,17,5,"If the agreement cannot be executed in time, this issue will need to be escalated to garner interest and work to complete its execution.",1400000,100,0,0,0,2-Jan-24
4375,14,1,18,1,"Closely coordinating w/ local 
stakeholders and other agencies",0,0,0,0,0,4-Dec-23
4551,3,1,10,5,"If PPA cannot be completed in a timely fashion, will need to escalate to get visibility on the delay is it would result in the miss of contract award. ",337185,100,0,0,0,2-Jan-24
4375,16,1,18,4,"High Cost and Schedule increase if a utility line is found to be w/in the deepening/widening area and relocation is necessary by Atty Opinion of Compensability.  Unforeseen pipelines may be unavoidable, and in this case, the recommendation is to accept the risk and proceed.",500000,365,0,0,0,6-Dec-23
3532,8,1,4,4,"Approved budget, scope & schedule provides sufficient time and funding for additional topo survey sufficient to develop the hydraulic model and assess alternatives",300000,45,0,0,0,18-Oct-23
3532,10,1,17,4,"Assume that approved budget, scope & schedule provides sufficient time and funding for RR coordination",260000,180,1,1,0,18-Oct-23
3532,16,1,13,4,Hope that no significant new directives come out during the course of the study.,300000,180,1,1,0,18-Oct-23
3532,17,1,15,4,"Ensure that economists consider all of the benefit categories, including those that maybe be unfamiliar but valuable e.g. grain bins / commodity, machinery., etc. ",100000,60,1,1,0,18-Oct-23
3532,18,1,3,4,Continue to work with env and others to ID nearby borrow areas that can be used without damaging F&W resources (or possibly providing an EQ boost),0,0,1,1,0,18-Oct-23
3532,19,1,4,4,Explain why NE levees do not need to be considered (beyond consideration of induced impacts) or expand scope to include,300000,180,1,1,0,18-Oct-23
3532,20,1,13,4,"Ensure that early / provisional information is used properly, i.e. not misused to descope or shut down the project prematurely",0,0,1,1,0,18-Oct-23
3532,21,1,4,4,Develop a HEC-RAS 2d model from the beginning (1d does not provide sufficient granularity to be useful due to out of bank flow).  Ensure that topo is sufficiently accurate and the model calibrated to provide meaningful / reliable results.,0,0,1,1,0,18-Oct-23
3532,22,1,3,4,"The original scope included approx.. $1.9M in drilling,
lab testing and borrow area investigations. The work was limited only to those areas
where limited or no subsurface information is available. Scope reduction was achieved
by adopting the following assumptions. This is believed to be a conservative approach
based on recent experience in other areas along the Missouri River and has been closely
coordinated between District and Division staff with extensive MO River geotechnical
experience. This transfers the cost of drilling to PED, but due to the conservative
assumptions does not transfer an undue amount of risk of future cost over-runs.
-Random borrow could come from riverside areas, abandoned levee alignments,
some potentially from MRRP sites
- Impervious borrow – likely need some help from sponsor, some test pits at
minimum . Hillside borrow locations shown in 1955 MRLS plans may still be an option.
- Underseepage Berms (300’ wide, 3’ thick at levee toe, 1’ thick at berm toe) at",0,0,1,1,0,18-Oct-23
4277,7,1,9,4,Assume worst-case design parameters based on existing information.,0,0,0,0,0,25-Oct-23
2847,13,1,13,4,Assign certain experts to quantify the increased relative sea level in the study area as a result of decreases in Gulf Stream velocity.,10000,0,0,0,0,19-Oct-23
2847,13,2,13,4,Acknowledge the increase in relative seal level qualitatively during the study planning process.,0,0,0,0,0,19-Oct-23
2847,13,3,13,4,"It is recommended that SLC projection analyses are to be performed throughout the design phase of the project, in accordance to USACE CC/SLC guidance, using the most recent published NOAA gauge SLC rates. This should adequately capture the magnitude of local SLC projections caused by the Gulf Stream/Florida Current in the USACE SLC curves effects.",10000,0,0,0,0,19-Oct-23
2847,14,1,13,1,Have the real estate team look into problematic properties in the entire study area.,5000,7,0,0,0,19-Oct-23
2847,14,2,13,1,Only have the real estate team look into properties after the TSP has been selected.,5000,0,0,0,0,19-Oct-23
2847,14,3,13,4,Have the real estate team look into problematic properties in the more high risk areas of the study.,5000,7,0,0,0,19-Oct-23
2847,15,1,13,1,"Instead of Option C, choose option B, which uses BBSM, BISECT and derivatives for simulating the salinity performance measure of habitat units.",10000,21,0,0,0,19-Oct-23
2847,15,2,13,1,"Use option C, making sure to consider the potential for study delays in the overall project schedule.",10000,30,0,0,0,19-Oct-23
2847,15,3,13,1,"Instead of Option C, choose option A, where the BISECT model is the primary model used to simulate salinity performance measure of habitat units.",10000,30,0,0,0,19-Oct-23
2847,16,1,13,4,"Work with HARB representatives who are part of the PDT to make sure that restoration within the vicinity of the air base does not increase BASH risk.
",5000,0,0,0,0,19-Oct-23
2847,16,2,13,4,"To date, 4 management measures in the vicinity of HARB have been proposed. The HARB representative, Josh Friers, has no concerns with the current proposals.",0,0,0,0,0,19-Oct-23
4165,2,1,17,2,This is an avoidable risk through congressional education; ecosystem funding will require continued funding; some $60M / year (about double the current $30M / year required for steady state ecosystem investment).  The potential for litigation carries possible significant schedule impacts. ,200000,365,0,0,0,24-Oct-23
4277,6,1,3,4,Assume worst-case design parameters based on existing information during planning phase.,0,0,0,0,0,25-Oct-23
4277,21,1,15,4,Use generic depth-damage relationships and CSVRs for residential structures however generic relationships are not available for non-residential structures.,0,0,0,0,0,26-Oct-23
4277,9,1,6,4,Check with the engineering CoP to make sure that the line of protection is within USACE policy and guidelines.,0,0,0,0,0,25-Oct-23
4277,10,1,2,4,Add contingency to cost estimates.,0,0,0,1,0,25-Oct-23
4277,11,1,4,5,Communicate decision with the vertical team.,0,0,0,0,0,25-Oct-23
4277,12,1,2,4,Perform a cost and schedule risk analysis or an abbreviated risk analysis to obtain a contingency that promotes high confidence in cost.,0,0,0,1,0,25-Oct-23
4277,13,1,2,4,Have a discussion of possibility of construction phasing as early as possible.,0,0,0,0,0,25-Oct-23
4277,14,1,2,4,Research for historical costs for site that are within the project vicinity.,0,0,0,0,0,25-Oct-23
4277,15,1,4,4,"Applying a factor of safety based on potential increases in storm intensity and frequency could reduce flood risk, but at a higher project cost. Study schedule and cost would increase beyond 3x3x3 to accommodate further study and potential changes to design.",0,0,0,0,0,25-Oct-23
4277,15,2,4,4,"Applying a factor of safety based on potential increases in storm intensity and frequency could reduce flood risk, but at a higher project cost. Study schedule and cost would increase beyond 3x3x3 to accommodate further study and potential changes to design.",0,0,0,0,0,25-Oct-23
4277,8,1,4,2,Ensure that surge barrier design incorporates as many openings as practicable to reduce potential sediment trapping effect.,0,0,0,0,0,25-Oct-23
4277,16,1,15,2,Layer topography and repetitive loss information with the HAZUS damage clusters to confirm general scoping of study area.,0,0,0,0,0,25-Oct-23
4277,16,2,15,2,Use USACE approved model for framing alternatives.,0,0,0,0,0,25-Oct-23
4277,17,1,15,2,Work with H&H to see impacts to wave action with their model.,0,0,0,0,0,25-Oct-23
4277,21,2,15,4,Survey or conduct expert elicitation sessions specific for the Norfolk evaluation area.,0,0,0,0,0,26-Oct-23
3532,9,1,4,4,"Assume that approved budget, scope & schedule provides sufficient time and funding to accommodate additional engineering guidance / regulation / policy",150000,30,1,1,0,18-Oct-23
3532,13,1,17,4,Hope that a major flood doesn't happen during feas study.,0,365,1,1,0,18-Oct-23
3532,14,1,17,4,Hope that rates don't increase beyond what was projected in current budget,50000,0,1,1,0,18-Oct-23
3532,15,1,17,4,Hope that budget  /schedule provides sufficient resources to address unkonwn unknowns as they come up,970000,0,1,1,0,18-Oct-23
4277,21,3,15,5,"Use NACCS and 2013 elicitation depth-damage relationships and CSVRs and explain why they are appropriate for the Norfolk area. A white paper was completed, circulated and approved by leadership.",0,0,1,1,0,26-Oct-23
4277,37,1,16,4,Coordinate with them again as soon as we receive the final array of alternatives.  Provide as much preliminary information as we can for comparative purposes. ,0,0,0,0,0,26-Oct-23
4277,37,2,16,4,duplicate - disregard,0,0,0,0,0,26-Oct-23
4277,38,1,16,4,"We could send them the map of every potential measure, but that would take them more time and money to analyze.  Or we could coordinate as soon as the alternatives are available and have been screened to the degree that they can.  But either way, the FWCAR will not be ready by TSP.",1,1,0,0,0,26-Oct-23
4277,39,1,16,4,"We can contact FWS/NOAA during the Section 7 process and see if they have any preliminary feedback on mitigation requirements and costs, if any ",0,0,0,0,0,26-Oct-23
4277,41,1,18,2,"Identify PR approaches, aesthetic and access options for seawall design.",0,0,0,0,0,26-Oct-23
4273,10,1,4,4,Accept the risk as-is. Use values typical of other similar feasibility studies using Beach-fx.,0,0,1,1,0,30-Oct-23
4273,10,2,4,2,Conduct a storm response study on the native shoreline to better quantify the post-storm recovery.,80000,60,0,0,0,30-Oct-23
4273,11,1,4,4,Future changes to the sediment budgets is out of the scope of this study and are applicable to the larger Southern California region in general.,0,0,1,1,0,30-Oct-23
4113,7,1,9,1,1. Preliminary Investigations,0,0,0,0,0,1-Nov-23
4113,8,1,9,1,1. Early coordination with water management and Operations,0,0,0,0,0,1-Nov-23
4113,9,1,11,1,1. Early coordination with water management and Operations,0,0,0,0,0,1-Nov-23
4113,13,1,14,1,"1. Perform cultural resources investigation during design
2. Monitor during construction",0,0,0,0,0,1-Nov-23
4113,13,2,14,1,"1. Perform cultural resources investigation during design
2. Monitor during construction",0,0,0,0,0,1-Nov-23
4113,16,1,3,1,"1. Accept Risk
2. Extend treatment area",0,0,0,0,0,1-Nov-23
4312,2,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,0,0,0,0,0,15-Nov-23
4113,21,1,16,4,Monitor,0,0,1,0,0,16-Nov-23
4331,1,1,9,2,Build the cofferdam to 100 year Elevation. ,1000000,0,0,0,0,20-Nov-23
4276,3,1,17,4,"
Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",0,0,0,0,0,3-Nov-23
4276,7,1,17,2,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,3-Nov-23
3069,4,1,6,1,Obtain information on subsurface utilities to include in report. ,0,0,1,1,0,13-Nov-23
4131,5,1,18,4,Risk management measures included adding appropriate contingency to RE costs. ,0,0,0,0,0,6-Nov-23
3544,2,1,11,5,Test Response,11,11,0,0,0,19-Jan-23
4279,1,1,12,6,Proposed Risk Response entry,10000,99,1,0,0,7-Nov-23
4279,1,2,12,2,Proposed risk response 2,6000,22,0,0,0,7-Nov-23
4279,2,1,16,6,Dredge area deeper so water temperatures can support wild rice.,80000,360,0,0,0,7-Nov-23
4279,2,2,16,1,Plant the wild rice anyways,20000,90,0,0,0,7-Nov-23
4276,5,1,17,2,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,3-Nov-23
4276,6,1,17,4,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,3-Nov-23
3069,22,1,3,1,Complete geotechnical surveys as early as possible to determine whether variations occur from the sediment analysis conducted during feasibility. ,0,0,1,1,0,14-Nov-23
4234,4,1,14,4,Investigations will be conducted as early in the planning process as possible.,0,0,0,0,0,15-Nov-23
4113,17,1,17,1,"Structure construction contract to address possible continuing resolutions
",0,0,0,0,0,15-Nov-23
4113,17,2,17,4,Accept the risk during feasibility and PED.,0,30,1,1,0,15-Nov-23
4312,3,1,17,4,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,15-Nov-23
4312,7,1,17,2,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,0,0,0,0,0,15-Nov-23
4113,19,1,16,1,"Accept Risk
",0,0,0,0,0,16-Nov-23
4278,3,1,4,2,Coordinate with sponsor and local agencies to ensure reliable water budget,0,0,1,1,0,29-Nov-23
4278,5,1,16,4,Maximize use of drought resilient vegetation.,0,0,1,0,0,29-Nov-23
4278,5,2,16,4,Ensure features are resilient to infrequent high-water events,0,0,1,0,0,29-Nov-23
3572,29,1,4,1,The city agreed with NAE at the October 17th Partnering session to include NAE as an informal consultant and reviewer for design submittals. USACE will be able to review and provide recommended comments on the City's contracts for those projects that will be part of the FWOP. ,0,0,1,1,0,28-Nov-23
4053,23,1,13,4,"Accept that if an effort is moved into Purpose A, that the analyses would additional resource request for time and money.",1000000,365,1,1,0,1-Dec-23
4053,1,1,17,4,Accept until the TSP and decide with VT if the feature should be included as part of purpose A or spun off.,0,0,1,1,0,4-Dec-23
4053,14,1,16,4,Coordinated with VT.,0,0,0,0,0,4-Dec-23
4053,24,1,16,4,Coordinated with VT.,0,0,0,0,0,4-Dec-23
4375,21,1,15,2,"semi-quantitative screening of alternatives down sufficiently prior to starting OSE modeling
",0,0,0,0,0,4-Dec-23
4375,26,1,2,2,"Rely on semi-quantitative analyses prior to detailed modeling and analysis of the TSP
",0,0,0,0,0,5-Dec-23
4280,2,1,17,1,Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.,0,0,0,0,0,26-Oct-23
4280,3,1,17,1,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,0,0,0,0,0,26-Oct-23
4280,5,1,17,1,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,26-Oct-23
1844,3,1,9,2,"Initial efforts are to obtain accurate topo survey data of each area where the floodwall will end. Based upon this information, the designer can determine if adequate elevations and space are present in the configuration figuration and length. Coordination with CTDOT and City of New Haven is required to understand embankment usage and proposed access road impacts.",0,0,0,0,0,27-Oct-23
3544,3,1,13,2,wUIEHUEHU,1000000,55,0,1,0,28-Nov-23
2126,3,1,17,4,"CEMVD is requesting additional time and money Exemption for study reformulation to include further evaluation of EJ on the Darlington dam as well as reevaluating the nonstructural only plan using different aggregation criteria to better assess the 4 P&G accounts. As a result, there is the possibility of a Locally Preferred Plan (LPP) or a revised NED Plan that may qualify under a Categorical Exemption.
Risk Register : Amite River & Tributaries - Comprehensive Study East of the Mississippi River, LA Flood Risk Management Feasibility Study
1 """,1910000,720,1,1,0,28-Nov-23
4053,4,1,17,4,Accept.,0,0,0,0,0,4-Dec-23
4053,5,1,15,4,"Use DEM and desktop survey to understand on a sample to determine how far the elevation above the grade and take a field visit.
",0,0,0,0,0,4-Dec-23
4053,6,1,15,4,Carefully delineate the line between the areas covered by each model.  Use lessons learned from previous applications of each model to inform best practices.,0,0,0,0,0,4-Dec-23
4053,7,1,22,4,Accept and work closely with vertical team.,0,0,0,0,0,4-Dec-23
4053,9,1,2,4,Accept and reevaluate need for onsite investigations at ADM when Recommended Plan is identified.,0,0,0,0,0,4-Dec-23
4053,20,1,13,4,Schedule and budget reflects appropriate time and money and contingency to account for complexities and potential complications.,0,0,0,0,0,4-Dec-23
4053,19,1,13,4,Accept.  Evaluate alternatives as appropriate.,0,0,0,0,0,4-Dec-23
4053,21,1,13,4,Accept risk.  Work with VT and economists to ensure damages and costs avoided are appropriately captured.,0,0,0,0,0,4-Dec-23
4053,21,2,13,4,Accept risk.  Work with VT and economists to ensure damages and costs avoided are appropriately captured.,0,0,0,0,0,4-Dec-23
4053,22,1,9,4,Accept and make risk informed decisions during study phase.,0,0,0,0,0,4-Dec-23
4375,5,1,22,6,"Establish clear lines and protocols for communication, maintain transparency and regularly schedule stakeholder engagement",0,0,0,0,0,4-Dec-23
4412,2,1,17,4,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,1,1,0,0,0,11-Dec-23
4375,6,1,16,1,Improve communication; gain Vertical Team alignment to TSP,0,0,0,0,0,4-Dec-23
4375,7,1,16,1,Coordinate early and often with the appropriate permitting/review agencies to facilitate and expedite the process.,0,0,0,0,0,4-Dec-23
4375,8,1,16,1,Request data from cooperating agencies.,0,0,0,0,0,4-Dec-23
4375,9,1,16,1,"Identify suitability of material for within-bank placement, upland placement, new placement areas and beneficial use locations.   ",0,0,0,0,0,4-Dec-23
4375,10,1,16,1,Coordinate early and often with the appropriate agencies to resolve issues.,0,0,0,0,0,4-Dec-23
4375,11,1,4,1,N/A,0,0,0,0,0,4-Dec-23
4375,12,1,18,1,"Closely coordinating RE requirements with EN, OP, PM, and RE
",0,0,0,0,0,4-Dec-23
4375,17,1,18,1,PDT/ Vertical Team coordination in conjunction with milestone meetings.,0,0,0,0,0,4-Dec-23
4375,19,1,15,6,"Communication with PDT on changes to schedule as iterative screening takes place
",0,0,0,0,0,4-Dec-23
4391,1,1,2,2,Try to mitigate cost increases through labor efficiencies and continual risk assessment throughout all design milestones.  ,1,0,0,0,0,4-Dec-23
4391,2,1,4,4,PDT won't know that existing scope requires changes to the levee alignment until we're in the design phase.,1,60,0,0,0,4-Dec-23
4375,30,1,6,2,Verify and fine-tune design assumptions periodically during PDT meetings and in discipline work groups - but may not be feasible to perform analysis for all cases during study phase,0,0,0,0,0,5-Dec-23
4375,31,1,4,2,"Use a combination of qualitative and semi-quantitative analyses to identify and reduce number of problem sites to be assessed.
",0,0,0,0,0,5-Dec-23
4375,34,1,4,2,"Complete HEC-ResSim modeling to quantify impacts of increased releases from headwater projects.
",0,0,0,0,0,5-Dec-23
4375,2,1,13,2,"Foster teamwork, transparency and interchangeability within the PDT; keep broader team apprised throughout the process",0,7,0,0,0,4-Dec-23
4412,3,1,17,4,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,11-Dec-23
4412,6,1,17,4,Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.,0,0,0,0,0,11-Dec-23
4412,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.,0,0,0,0,0,11-Dec-23
4172,4,1,14,4,The project area will be refined by delivering a map of existing cultural resource sites and SOW to the on-call consultant for VDCR.,0,0,0,1,0,27-Nov-23
4172,7,1,16,1,"If nests are discovered, confirm if the nest is an eagle's nest and avoid if confirmed.",0,0,1,0,0,27-Nov-23
4415,1,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project.,0,22,0,0,0,11-Dec-23
4415,2,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.,0,0,0,0,0,11-Dec-23
4415,3,1,17,4,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.,0,0,0,0,0,11-Dec-23
4415,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,11-Dec-23
4172,11,1,4,2,Surveys prior to starting design phase.,0,0,1,0,0,28-Nov-23
4172,12,1,4,1,Coordinate with Real Estate early on and throughout the process.,0,0,0,1,0,28-Nov-23
4172,12,2,4,1,Consider private oyster leases constraints when evaluating measures/alternatives.,0,0,1,0,0,28-Nov-23
4172,13,1,4,2,"Regular PDT meetings, communication, and coordination to help reduce the potential impacts.",0,0,1,0,0,28-Nov-23
4412,4,1,17,2,Early coordination with Sponsor to request necessary information for the US FWS review.,0,0,0,0,0,11-Dec-23
4415,5,1,17,2,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.,0,0,0,0,0,11-Dec-23
4113,2,1,3,1,Pool restrictions,0,0,0,0,0,31-Oct-23
2847,17,1,13,1,"Assume future and existing land use are the same, evaluate hydrological impacts to agricultural areas, If inundated or salty as a result of the modeling, do not need to provide water supply and flood protection services to these areas in the FWOP scenario and alternatives.",5000,21,0,0,0,20-Oct-23
2847,17,2,13,4,Assume a different future land use in the areas impacted by Sea Level Rise.,0,0,0,0,0,20-Oct-23
2847,18,1,13,1,"Engage cultural resources team members early in the study process to identify high risk areas and ensure necessary surveys are completed within the scope, schedule, and budget.",10000,0,0,0,0,20-Oct-23
2847,19,1,13,1,Do not consider ASR as a feature for the BBSEER project.,0,0,0,0,0,20-Oct-23
2847,19,2,13,1,Use lessons learned from Lake O Watershed Project and USACE experts to make a final decision on ASR at a later date.,5000,14,0,0,0,20-Oct-23
2847,20,1,13,4,Have cost team estimate the total cost of material to see if that is acceptable to the team if grant funding is not provided.,10000,7,0,0,0,20-Oct-23
2847,20,2,13,4,"Plan to include material in the mangrove areas, with or without grant funding.	",5000,0,0,0,0,20-Oct-23
2847,21,1,13,4,Early and frequent coordination between ecological team and modeling team/IMC to ensure that PM tools are feasible in the scope and schedule.,5000,7,0,0,0,20-Oct-23
2847,21,2,13,1,Reduce the number of ecological performance metrics to avoid potential schedule delays.,0,0,0,0,0,20-Oct-23
2847,22,1,13,4,Continue conversations with FDEP on water quality modeling requirements for wastewater reuse.,10000,21,0,0,0,20-Oct-23
3971,15,1,17,2,Mitigated by strategically using funds rather than working until funding has been depleted.,0,240,0,1,0,23-Oct-23
3971,16,1,13,1,USACE has increased engagement with sponsor and public in order to reach consensus on this issue.,0,0,0,0,0,23-Oct-23
4276,1,1,17,2,Frequent communication with Sponsor to promote understanding of next steps of the project,0,22,0,0,0,24-Oct-23
4275,8,1,17,2,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ,0,0,0,0,0,24-Oct-23
4275,5,1,17,4,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,0,0,0,0,0,24-Oct-23
3992,1,1,17,1,Frequent PDT engagement and clear understanding of roles and responsibility to FID milestone,0,30,0,1,0,19-Jul-23
