RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
10,PLP-10,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,3x3x3 Exception Approval needed by Sep. 2023,Agency Policy and Process,7,3x3x3 Exception approval for additional budget and time is needed to avoid running out of funds to respond to comments on the Draft report and prepare the final report. Approval level is ASA(CW).  ,2,Unlikely,Unlikely (30% to 50%),3x3x3 Exception Requests often take a long time to approve. Additional budget/funds needed more quickly than normal coordination times.,,13,Planning - Plan Formulation,PLP,420,Jessica Smith,8,Agency Strategy,"If additional funding is not available, study team will be forced to stop, resulting in delays in the schedule. Any stop of work increases the risk that the Chief's Report will not be ready for signature by 31 May 2024.",10,,3,Medium,0,0,100000,,2,Low,0,0,180,"If additional funding is not available, study team will be forced to stop, resulting in delays in the schedule. Any stop of work increases the risk that the Chief's Report will not be ready for signature by 31 May 2024.",2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,24-Jul-23,0,9416,Jessica Smith,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
11,PLP-11,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,Class 3 Cost for Draft Report,Agency Policy and Process,7,"Within the aggressive timeframe given to produce Draft Report, Class Three (3) Cost Estimate may not be fully developed. However, the planning process typically allows for additional information to be gained between Draft and Final Report so ultimately Class 3 Cost Estimate will be thorough, and the performance of the project is not expected to be jeopardized. ",3,Likely,Likely (50% to 70%),It is possible Class 3 Cost Estimate will not be fully developed before Draft Report under the aggressive schedule aimed at meeting WRDA 2024. ,,13,Planning - Plan Formulation,PLP,420,Jessica Smith,8,Agency Strategy,"It is a best practice to have all necessary cost engineering estimates early, however if additional information is gained between Draft and Final Report and Class 3 Cost Estimate is adjusted the overall project performance will not be impacted. ",5,Minor Problem,2,Low,0,100000,0,"Cost impact of additional coordination necessary to meet goals (project objectives, schedule, etc.), including all necessary components including cost engineering requirements.",2,Low,30,0,60,,2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,7-Aug-23,0,9416,Jessica Smith,299,Point Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
12,PLP-12,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,Phased Review Approach ,Agency Policy and Process,7,"Phasing DQC/TRB review, Counsel review, followed by 508/technical of draft report by 20 Oct 2023. Phased approach, instead of sequential, has been identified as method of conducting reviews in order to meet WRDA 2024. Risk lies in schedule delays leading to missing milestone. ",2,Unlikely,Unlikely (30% to 50%),Phased approach was identified as a means to reduce duration of reviews.,,13,Planning - Plan Formulation,PLP,420,Jessica Smith,5,Other,"If WRDA 2024 is missed, project benefits will be delayed (performance impact). ",10,,3,Medium,0,20000,0,"With additional review time, labor costs increase. ",2,Low,0,730,0,2-year schedule delay if WRDA 2024 is missed. ,4,High,1,1,Active,4,Planning,3,Tentatively Selected Plan,7-Aug-23,0,9416,Jessica Smith,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
14,PLP-14,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,Scheduling December Holidays ,Agency Policy and Process,7,"Team members may want to take leave during December (multiple holidays, ""use or lose"" leave stipulations, etc.), putting meeting proposed schedule at risk.",2,Unlikely,Unlikely (30% to 50%),"While it's likely people will take leave in December, it is unlikely to derail WERP objectives because activities scheduled during the last week of December will be avoided and contingencies are being built into schedule where possible.",,13,Planning - Plan Formulation,PLP,420,Jessica Smith,8,Agency Strategy,"With normal planning-ahead, performance of project should not be impacted. ",5,Minor Problem,2,Low,0,20000,0,Additional coordination / possible overtime required to meet proposed schedule. ,2,Low,7,0,21,Schedule impacted if team members who are expected to be available over December holidays aren't / work slows to an unacceptable pace. ,2,Low,1,1,Active,4,Planning,3,Tentatively Selected Plan,7-Aug-23,0,9416,Jessica Smith,299,Point Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
15,PLP-15,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,North Feeder Storm Water Treatment Area,Agency Policy and Process,7,"Risk lies in the acceptance of the effectiveness of the proposed NFSTA within Corps internal review chain. If NFSTA isn't accepted, cost/schedule delays, required redesign, and/or potential that project may not move forward remain possibilities. ",3,Likely,Likely (50% to 70%),The potential that the NFSTA isn't accepted by all involved parties remains.,,13,Planning - Plan Formulation,PLP,420,Jessica Smith,8,Agency Strategy,"If proposed NFSTA isn't accepted for inclusion in TSP, project performance is unknown as another alternative would be required to address WQ, environmental and stakeholder concerns to meet WERP objectives. ",10,,3,Medium,0,250000,0,Cost reflects potential redesign required to achieve WERP benefits if NFSTA isn't accepted for inclusion in TSP. ,2,Low,0,730,0,"If risk is realized, team may miss WRDA 2024 milestones. ",4,High,1,1,Active,4,Planning,3,Tentatively Selected Plan,7-Aug-23,0,9416,Jessica Smith,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
16,PLP-16,1664,C&SF: CERP: Western Everglades Restoration Project,Jacksonville District(SAJ),,456218,SAJ,Feasibility of Natural Connection in the Western Feeder ,Agency Policy and Process,7,"Wingate Mill (WF area) had an STA but it has been removed and replaced by a more natural connection. FDEP is developing planning targets as a result of the change. If the new feature isn't feasible / doesn't function as expected and / or the involved Stakeholders don't accept the proposed feature, WERP objectives / deadlines may be jeopardized.",2,Unlikely,Unlikely (30% to 50%),Involved parties are optimistic proposed natural connection will function as expected and a) meet WQ goals; b) be accepted by Stakeholders; c) be restorative of the natural sheet flow historically found in this area. ,,13,Planning - Plan Formulation,PLP,420,Jessica Smith,8,Agency Strategy,"If proposed natural connection isn't feasible, major impact to project performance as cost/schedule delays would follow.  ",10,,2,Low,40000,0,100000,"If risk is realized and proposed natural connection isn't feasible, a redesign of feature may be required to meet WERP objectives. ",2,Low,0,0,730,"If risk is realized, two-year schedule impact is possible as meeting WRDA 2024 would require project to not deviate from schedule at all and all features function as expected. ",3,Medium,1,1,Active,4,Planning,3,Tentatively Selected Plan,11-Aug-23,0,9416,Jessica Smith,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
1,ECV-1,1844,"Fairfield & New Haven Counties, CT Flooding",New England District(NAE),,395890,NAE,Unknown Utilities,Info and Data Analysis,1,There is a risk of unknown or incorrectly located utilities interfering with flood protection system construction. ,3,Likely,Likely (50% to 70%),"It is unlikely that there is a completely unknown utility but there is a likelihood that a known utility is in an unexpected location, differing from record drawings.",,9,Engineering - Civil,ECV,9803,Kevin Hebard,5,Other,,5,Minor Problem,0,No Risk,10000,50000,200000,"Lowest cost would be to install the flood protection system with minor deviation from original design.
Highest impact would be a substantial impact to the design requiring design work.",2,Low,1,7,30,Redesign and construction change could be completed in a day or may take up to a month of dialogue.,2,Low,1,1,Active,2,CAP Design and Construction,97,PPA Execution ,26-Oct-23,0,9803,Kevin Hebard,302,Triangular Distribution,302,Triangular Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
3,ECV-3,1844,"Fairfield & New Haven Counties, CT Flooding",New England District(NAE),,395890,NAE,Floodwall high ground tie-in locations,Site Conditions,6,The end locations of the floodwall were never well defined during the feasibility study and initial LIDAR mapping data does show existing elevations of +15 NAVD88 within the project limits but not in great excess. There is possible conflict with the highway embankment as being the local high ground.,3,Likely,Likely (50% to 70%),It is likely that high ground is limited locally around each end point of the floodwall. The city has indicated they plan to construct an access road to the proposed pump station which could provide the required elevation; discussions on highway embankment usage are planned.,,9,Engineering - Civil,ECV,9803,Eric Rosenberg,4,Operations,A longer than expected floodwall may be required in order to obtain the necessary high ground of +15 NAVD88 and provide complete protection to the long wharf area. ,10,,3,Medium,0,1000000,10000000,Best guess to date.,2,Low,0,90,0,,2,Low,1,1,Active,2,CAP Design and Construction,97,PPA Execution ,27-Oct-23,0,9685,Eric Rosenberg,302,Triangular Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
1,PLP-1,2065,MIAMI HARBOR IMPROVEMENTS,Jacksonville District(SAJ),,472379,SAJ,Seagrass,Site Conditions,6,"Relying on older seagrass surveys in the feasibility study phase increases the risk of duplicating mitigation efforts and inaccurately estimating mitigation costs, potentially diminishing confidence from environmental agencies. UPDATE: The proposed 3x3x3 exception for seagrass surveys aims to significantly mitigate this risk by allowing for more current, detailed studies, thereby reducing risk likelihood. ",2,Unlikely,Unlikely (30% to 50%),"The ephemeral nature of seagrass beds and the typical ""expiration date"" of seagrass surveys. The changing conditions of seagrass over time make outdated data increasingly unreliable. However, with 3x3x3 Exception approval, additional seagrass surveys will be conducted, and a more accurate picture of seagrass habitat would be developed.",,13,Planning - Plan Formulation,PLP,3459,Jessica Smith,7,Agency Reputational,"If risk occurs, the project's credibility could be undermined, leading to reduced confidence from environmental agencies and stakeholders. This loss in confidence may complicate future permit acquisitions and could impact the overall success of the project.",5,Minor Problem,2,Low,10000,0,60000,"If this risk materializes, there could be an overestimation of mitigation costs. This has the potential to allocate unnecessary resources and funds, leading to a financial impact that could have been avoided with updated surveys.",2,Low,30,0,90,Relying on outdated seagrass surveys could lead to delays in the project timeline due to possible re-evaluation or re-surveying needs. This would disrupt the planned project execution and may necessitate changes in the schedule.,2,Low,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,Survey and Geotech Characterization,24-Aug-23,0,9416,Jessica Smith,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
2,PLP-2,2065,MIAMI HARBOR IMPROVEMENTS,Jacksonville District(SAJ),,472379,SAJ,Sea Level Change Sensitivity,Site Conditions,6,"The sensitivity of sea level change on the tentatively selected plan (TSP) poses a risk of overestimating benefits and underestimating long-term costs related to Port Infrastructure improvements. UPDATE: This risk issue has been resolved as Port Miami provided relevant data, verified by Drew, enabling a comprehensive analysis of all three rates for Sea Level Change (SLC).",2,Unlikely,Unlikely (30% to 50%),"Initially, the risk was of moderate likelihood, given that the project had to align with external plans and the dynamic nature of sea-level changes. However, with the Port supplying verified information on SLC and its potential impact, the risk has been mitigated.",,13,Planning - Plan Formulation,PLP,3459,Jessica Smith,8,Agency Strategy,"Risk could have affected project's performance by inaccurately portraying the net benefits, thus skewing decision making. The projects credibility and effectiveness in combating sea level changes and port infrastructure improvement could have been compromised. ",5,Minor Problem,2,Low,30000,0,100000,"Before the risk was resolved, any underestimation of long-term costs or overestimation of benefits could have led to a misallocation of funds, possibly resulting in unplanned additional expenditures to adapt to sea-level change impacts.",2,Low,20,0,90,"Had the risk not been resolved, discrepancies in sea level change assumptions could have caused delays in project timelines, requiring adjustments and potentially reevaluating the projects feasibility and design. ",2,Low,7,7,Inactive - Decision Made,4,Planning,3,Tentatively Selected Plan,24-Aug-23,0,9416,Jessica Smith,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
3,PLP-3,2065,MIAMI HARBOR IMPROVEMENTS,Jacksonville District(SAJ),,472379,SAJ,ODMDS Sizing and Placement,Agency Policy and Process,7,"The existing ODMDS (Ocean Dredged Material Disposal Site) may be insufficient in size and placement to handle material from potential navigation improvements, especially if these exceed 15 million cubic yards. There's a concern that material from Phase 3 might shift the sediment, affecting the ODMDS's effectiveness. UPDATE: Exception approval would allocate time and funds to properly evaluate and potentially expand the ODMDS, effectively reducing the risk level from medium to low.",1,Very Unlikely,Very Unlikely (5% to 30%),"Prior to the exception being considered, the risk was labeled as medium since the ODMDS seemed to have enough capacity for the project, but uncertainties remained. Coordination with EPA is underway, lowering the risk likelihood further.",,13,Planning - Plan Formulation,PLP,3459,Jessica Smith,2,Environmental,"An insufficient ODMDS could lead to ineffective sediment disposal, drawing concern from EPA and potentially causing environmental issues. This could hamper the projects overall performance and regulatory standing. ",5,Minor Problem,2,Low,10000,0,50000,"If the ODMDS is found to be insufficient and requires modification, the project could face additional costs related to expanding and permitting the disposal site. This financial impact, however, has been accounted for in the 3x3x3 exception package.",2,Low,14,0,120,"A delay in approving or modifying the ODMDS could hold up the Chief's Report and the overall project timeline, especially if early coordination with EPA doesn't yield prompt agreement on necessary modifications. ",2,Low,1,1,Active,4,Planning,6,Chief’s Report/Director’s Report,24-Aug-23,0,9416,Jessica Smith,306,Uniform Distribution,306,Uniform Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
