RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
15,EHH-15,3130,"Akutan Harbor Navigational Improvements, AK",495160,Unknown nearshore bathymetry,Info and Data Analysis,1,"Bathymetry cannot be collected in the nearshore zone due to the small tide range and safety concerns for operating a vessel in shallow waters near an apparent rocky shoreline.  Bathymetry will be interpolated from deeper waters to the base of the shoreline where data can be collected by terrestrial methods.  

This lack of data produces uncertainties in breakwater and dredging quantities and produces more uncertainty of the character of bottom materials.

If interpolation/assumptions are incorrect, it could lead to increased project cost and non-performace of the project
",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"original likelihood: medium

There will be some uncertainty regarding the interpolations",,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/14/2023 7:21 PM,0,7887,John,Olson,299,299,0,0,0
16,EHH-16,3130,"Akutan Harbor Navigational Improvements, AK",495160,Unknown nature of materials to be dredged,Info and Data Analysis,1,"Aerial imagery shows a mix of rock outcrops and granular material along the coastline in the study area.  It is not known how deep the granular material deposits are which would affect the efficiency of dredging operations.  Dredging requirements for these materials are significantly different. 

 Blasting may be required to remove the rocky materials.  Mechanical methods would be needed to remove materials loosened by blasting.  The assumption can be made that all materials will require blasting for removal.

Blasting requirements may lead to increased project cost and need for ESA/MMPA policy exception",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"original likelihood: medium

Dredging requirements will be analyzed during feasibility.",,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/14/2023 7:22 PM,0,7887,John,Olson,299,299,0,0,0
17,EHH-17,3130,"Akutan Harbor Navigational Improvements, AK",495160,Availability of suitable stone to construct breakwaters at A,Info and Data Analysis,1,"There may be an effort to try to assume rock can be mined locally or nearby to construct breakwaters at Akun.  No known quarries are available on Akun or Akutan.  Rock Sources at Dutch Harbor are not known to produce rock in sufficient quantity or quality for this project.  The closest known active quarries are located at Cape Nome or Sand Point.

Rock may have to be transported from Cape Nome or Sand Point for the project

If a local source of rock is not available, it could increase project cost",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"original likelihood: low

Rock sourcing will be examined during feasibility",,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/14/2023 7:24 PM,0,7887,John,Olson,299,299,0,0,0
18,PLP-18,3130,"Akutan Harbor Navigational Improvements, AK",495160,Wave conditions required for safe operation of ferry service,Info and Data Analysis,1,"The team will need to decide on vessel dimensions and determine the sea conditions in which the vessel can transit the channel between Akun and Akutan.  Assumption of design vessel characteristics should be vetted with community leaders or stakeholders such as APICDA to make a reasonable assumption of the characteristics of the design vessel.  

With any vessel assumption, there is a risk that the vessel that is eventually used for this purpose does not meet these assumptions and may not be able to operate in the conditions assumed in the study.

If vessel cannot operate under assumed conditions, could lead to overstating benefits and underperformance of the project",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"original likelihood: low

Wave conditions, operational conditions and vessel design will be examined during feasibilty",,,13,Planning - Plan Formulation,PLP,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/14/2023 7:25 PM,0,7887,John,Olson,299,299,0,0,0
19,EHH-19,3130,"Akutan Harbor Navigational Improvements, AK",495160,Percent dredge needs blasting for cost estimates,Info and Data Analysis,1,"If assumption is low, can result in increased costs as well as possible increase in environmental impacts

Increase in study costs, increase in enviromental impacts, Increase in study time

Under estimation of blasting requirements would result in schedule and budget overruns due to increased blasting, increase disposal, and possibility of the unanticipated need for an EIS",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"Geotechnical data can be utilized to accurately determine amount of blasting needed in the project

Ensure data from geotechnical study incorporated into cost estimates and feasibility report as soon as it becomes available

Geotech data preliminary data shows some discrepancies in the collected data.  Awaiting determination of how these discrepancies will be resolved",,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/16/2023 3:46 PM,0,7887,John,Olson,299,299,0,0,0
20,PLP-20,3130,"Akutan Harbor Navigational Improvements, AK",495160,Delays could be incurred due to inclement weather,Site Conditions,6,"If not accounted for via contingency, budget and schedule could be impacted.

High winds and waves are not uncommon

",3,Likely,Likely (50% to 70%),Tolerate the risk,,,13,Planning - Plan Formulation,PLP,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,3/16/2023 3:47 PM,0,7887,John,Olson,299,299,0,0,0
21,EHH-21,3130,"Akutan Harbor Navigational Improvements, AK",495160,Changes in storm/wave frequency could impact subsis/commerc,Site Conditions,6,"If weather events occur, project costs and time could increase

Climate change/sea level rise are ongoing global events

Follow USACE guidance developed to account climate change related uncertainty",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),,,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 3:49 PM,0,7887,John,Olson,299,299,0,0,0
22,PLC-22,3130,"Akutan Harbor Navigational Improvements, AK",495160,Cultural resources,Site Conditions,6,"would need to investigate, mitigate if occurs

Cease construction, investigate, possibly mitigate

If cultural resources are found, work would be stopped increasing time and costs associated with the project",3,Likely,Likely (50% to 70%),Known cultural resources sites in project area,,,14,Planning - Cultural Resources,PLC,3455,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 5:12 PM,0,7887,John,Olson,299,299,0,0,0
23,PLE-23,3130,"Akutan Harbor Navigational Improvements, AK",495160,Dredge material disposal,Site Conditions,6,"What is the most appropriate method for dredge material disposal

Without proper dredge disposal analysis, it could have impacts to cost and environment

If dredge material is disposed improperly it could lead to higher project costs and environmental consequences",1,Very Unlikely,Very Unlikely (5% to 30%),Disposal area coordinate points have be identified and no known HTRW in the project area,,,16,Planning - Environmental,PLE,525,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 5:14 PM,0,7887,John,Olson,299,299,0,0,0
24,PLE-24,3130,"Akutan Harbor Navigational Improvements, AK",495160,CERCLA/HTRW materials,Site Conditions,6,"No known contamination in the project area

If CERCLA/HTRW are discovered, it would increase disposal costs

If HTRW were found, it could lead to higher project costs and environmental consequences

",1,Very Unlikely,Very Unlikely (5% to 30%),No known HTRW in the project area,,,16,Planning - Environmental,PLE,525,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 5:16 PM,0,7887,John,Olson,299,299,0,0,0
25,EGT-25,3130,"Akutan Harbor Navigational Improvements, AK",495160,Additional geotechnical investigations in PED,Site Conditions,6,"Exisiting geotechnical data used to estimate project quantities and methods

If estimates were inaccurate, it could lead to an increase in project costs

If geotechnical estimates were inaccurate, it could impact project costs and time",0,Extremely Unlikely,Extremely Unlikely (0% to 5%),"There is existing geotechnical data for much of the area, but not all of it",,,3,Engineering - Geotechnical,EGT,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,7,Survey and Geotech Characterization,3/16/2023 5:17 PM,0,7887,John,Olson,299,299,0,0,0
26,EHH-26,3130,"Akutan Harbor Navigational Improvements, AK",495160,Shoreline erosion,Site Conditions,6,"Shoreline erosion may occur due to project implementation

Nearshore wave and circulation patterns could be changed due to project implementation which may increase erosion

If shoreline erosion occurred at a higher rate, O&M costs could be impacted

",1,Very Unlikely,Very Unlikely (5% to 30%),"Modelling has taken into account longshore sedimentation rates and circulation patterns

Beneficial use of dredge material and local gravel resources to mitigate erosion",,,4,Engineering - Hydrology and Hydraulics,EHH,7887,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 5:22 PM,0,7887,John,Olson,299,299,0,0,0
27,PLE-27,3130,"Akutan Harbor Navigational Improvements, AK",495160,Trident moves out of Akutan,"Stakeholder, Sponsor or Partners",9,"Trident may move from Akutan to Dutch Harbor .

Raw seafood tax pays AEB 2% and Akutan 1%.  Loss of this revenue may result in inability to pay for LSF features

",3,Likely,Likely (50% to 70%),Trident subsidary LFS Inc awarded 75 year lease of Unalaska - Captains Bay tidelands and are building a dock.  Trident has stated that the Akutan facility needs to be updated.  ,,,15,Planning - Economics,PLE,5479,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,3/16/2023 5:24 PM,0,7887,John,Olson,299,299,0,0,0
1,PLP-1,3430,LSJ Lathrop Manteca Feasibility Study,503951,EO 11988 Floodplain Management,Agency Policy and Process,7,"EO 11988 states "":in order to avoid to the extent possible the long- and short-term adverse impacts associated with the occupancy and modifications of floodplains and to avoid direct or indirect support of floodplain development wherever there is a practicable alternative"" Structural recommendations could be found non-compliant with EO 11988 due to inducing development in the Mossdale Tract area.",3,Likely,Likely (50% to 70%),"The previous study, the 2018 Interim Report, delayed recommendations for the Mossdale Tract area due to this issue, however the scope of the study includes a robust EO 11988 analysis combined with risk-informed planning to include a risk assessment and development of a Flood Plain Management Plan concurrent with the study.",,,13,Planning - Plan Formulation,PLP,298,,5,Other,"Not meeting compliance requirements with EO 11988 will lead to a negative Federal interest determination in regard to structural flood risk management in RD17 (Mossdale Tract). If this is the case, structural flood risk management measures will not move forward to PED and construction and the non-Federal sponsor's objectives of meeting SB 5 requirements will not be met. The outcome could result in a recommendation that does not meet the study objectives of the primary project purpose.",10,3,0,300000,0,"$300,000 has been included in the scope of the study to mitigate this risk to the current level.",0,0,0,EO 11988 analysis is planned to be complete concurrent with TSP development.,1,1,1,Active,4,Planning,1,1,Project Initiation,6/8/2023 2:04 PM,0,298,Holly,Carpenter,299,299,0,0,0
3,PLE-3,3430,LSJ Lathrop Manteca Feasibility Study,503951,Study Delays: Economic Modeling Software Updates,Info and Data Analysis,1,Delay in study completion due to incorporation of updated economic modeling software. TotalRisk is in the process of being certified.,2,Unlikely,Unlikely (30% to 50%),"Plan to utilize TotalRisk with certification expected before TSP as coordinated with the vertical team. HEC-FDA will also be utilized to validate findings in the new modeling software and in case TotalRisk is not certified by TSP.
",,,15,Planning - Economics,PLE,5615,,5,Other,,5,2,0,0,0,,0,0,0,,1,1,1,Active,4,Planning,1,1,Project Initiation,6/8/2023 2:20 PM,0,7687,Miranda,Peters,299,299,0,0,0
4,PLE-4,3430,LSJ Lathrop Manteca Feasibility Study,503951,Study Delays: Ecosystem Restoration Modeling,Info and Data Analysis,1,"Delay in study completion due to ecosystem restoration modeling, data collection and coordination timelines. Meeting was held on January 4, 2023, with USFWS to discuss potential models to be utilized in this study. Based on this meeting and earlier coordination, there is remaining risks that USFWS may recommend models that are currently not 
certified for evaluation of ER features. The District plans to utilize models with certification recently approved or expected soon for the LSJR area for HSI Mink, Black Shouldered Kite, Riparian Songbird, Yellow Warbler and Riparian Forest for both the ER
and mitigation analysis requirements of the project. The District coordinated this assumption with the ECO-PCX on 16 December 2022 via email. Additionally, the models planned for use have been included in the draft review plan reviewed by the ECO-PCX. However, certification of additional models may be needed as the ER features are further refined. This scenario would require close coordination and cooperation with the ECO-PCX and USFWS to ensure TSP milestone is not delayed.",3,Likely,Likely (50% to 70%),Early coordination and communication with USFWS and NMFS will allow the team adequate time to ensure the required agency coordination and data collection is achieved. There is remaining risks that USFWS could require additional models to be certified for the purpose of determining mitigation requirements.,,,16,Planning - Environmental,PLE,8753,,5,Other,There may be conflicting priorities and timelines with the coordination agencies in terms of negotiations and data collection. These model runs are imperative to alternative selection.,10,3,0,0,0, Additional funding included within overall environmental budget to support coordination to utilize certified models or models under the certification process from the LSJR construction phase project.,0,0,0," None, the District currently plans to utilize HSI models that are certified or are anticipated to be certified 
ahead of the TSP milestone for NER analysis. There is remaining risks that USFWS could require additional models to be 
certified for the purposes of determining mitigation requirements.",1,1,1,Active,4,Planning,1,1,Project Initiation,6/8/2023 2:19 PM,0,7687,Miranda,Peters,299,299,0,0,0
