"PROJECT_ID","PROJECT_NAME","PROJECT_NAME_1","P2_SUB_IDENTIFIER","RISK_ID","RISK_IDENTIFIER","RISK_TREATMENT_ID","RISK_TREATMENT_IDENTIFIER","RISKOWNERDISCIPLINE","RISKTREATMENTTYPE","PROPOSED_RISK_TREATMENT","COST_IMPACT_RISK_TREATMENT","SCHEDULE_IMPACT_RISK_TREATMENT","RECOMMENDED_BY_PDT","IMPLEMENTED","LOCKSTATUS","EDITDATE"
4412,"Boyd County Economic Development Site Sewer Project","Boyd County Economic Development Site Sewer Project","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.",0,0,0,0,0,11-DEC-23
4772,"Dickenson Co 202","Dickenson Co 202","",4,"CNT-4",1,"CNT-4-1","Contracting","Prevention","Negotiate proposals with the contractors to align with the IGE.  If not able to agree on price, IFB may not be an option due to time contraints imposed on Supplemental funding.
",0,0,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",3,"CNT-3",1,"CNT-3-1","Contracting","Prevention","Contracting reached out to the MATOC Contractor to give them a 3-week suspense for submitting a proposal.  Our NTE of 6.6 Million was communicated, which includes a 800k contingency. ",500,60,1,1,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",5,"ECS-5",1,"ECS-5-1","Engineering - Cost","Prevention","Consider the acquisition strategy that has the most competition for the best price. 
",0,0,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",11,"LGL-11",1,"LGL-11-1","Office of Counsel","Prevention","Encourage maximum participation in the program to ensure there are a sufficient number of titles cleared to move forward with floodproofing or acquisition.  
",0,0,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",7,"PRM-7",1,"PRM-7-1","Project Management","Avoidance","Work with the owners to find replacement properties within McDowell County.  Implement the recycled lots option.
",0,0,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",9,"PRM-9",1,"PRM-9-1","Project Management","Prevention","Feasibility and on-going communication, regular progress meetings and early engagement with the NFS.  Monitoring and escalation for remedial action as part of overall project management. ",0,120,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Implemented telework for most team members.  Travel restrictions in place.  Team members working in the District office must wear face masks and implement guidance to maintain 6 feet of distance with other people and wash hands thoroughly and often.  Coordinate with the McDowell Co. Commission, stakeholders, and homeowners by phone or web meeting.    
",0,90,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",10,"PRM-10",1,"PRM-10-1","Project Management","Transfer/Share","The CIAD fee has been dropped for 100% Federally funded work
",0,0,0,0,0,21-MAR-24
4772,"Dickenson Co 202","Dickenson Co 202","",8,"RLE-8",1,"RLE-8-1","Real Estate","Prevention","Set expectations early for what the government will provide and establish the offer is based on Fair Market Value based on an appraisal.
",0,0,0,0,0,21-MAR-24
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",7,"PRM-7",1,"PRM-7-1","Project Management","Avoidance","Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",8,"PRM-8",1,"PRM-8-1","Project Management","Avoidance","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",9,"PRM-9",1,"PRM-9-1","Project Management","Avoidance","Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement to 
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",4,"PRM-4",1,"PRM-4-1","Project Management","Prevention","Early coordination with Sponsor to request necessary information for the US FWS review
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",2,"PRM-2",1,"PRM-2-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials
",1,1,0,0,0,09-AUG-23
4051,"Environmental Infrastructure Template","Environmental Infrastructure Template","",3,"PRM-3",1,"PRM-3-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work
",1,1,0,0,0,09-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",7,"PRM-7",1,"PRM-7-1","Project Management","Avoidance","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change",1,1,0,0,0,23-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",8,"PRM-8",1,"PRM-8-1","Project Management","Prevention","Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ",1,1,0,0,0,23-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",3,"PRM-3",1,"PRM-3-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract

",1,1,0,0,0,23-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",5,"PRM-5",2,"PRM-5-2","Project Management","Prevention","Early coordination with Sponsor to request necessary information for the US FWS review",1,1,0,0,0,23-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",4,"PRM-4",1,"PRM-4-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work
",1,1,0,0,0,23-AUG-23
4111,"Pond Creek Water Extension Project","Pond Creek Water Extension Project","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials",1,1,0,0,0,23-AUG-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",2,"PRM-2",1,"PRM-2-1","Project Management","Avoidance","Communicate with sponsor to promote understanding and requirement of a FONSI. ensure all steps are met prior to moving forward.",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",1,"PRM-1",1,"PRM-1-1","Project Management","Avoidance","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",4,"PRM-4",1,"PRM-4-1","Project Management","Avoidance","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",6,"PRM-6",1,"PRM-6-1","Project Management","Avoidance","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",5,"PRM-5",1,"PRM-5-1","Project Management","Avoidance","Early coordination with Sponsor to request necessary information for the US FWS review.",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",3,"PRM-3",1,"PRM-3-1","Project Management","Avoidance","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract",0,0,0,0,0,06-SEP-23
4156,"City of Spencer Water System Improvements Project","City of Spencer Water System Improvements Project","",7,"PRM-7",1,"PRM-7-1","Project Management","Avoidance","Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.",0,0,0,0,0,06-SEP-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",7,"PRM-7",1,"PRM-7-1","Project Management","Prevention","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",5,"PRM-5",1,"PRM-5-1","Project Management","Prevention","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",1,"PRM-1",1,"PRM-1-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project",0,22,0,0,0,24-OCT-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",8,"PRM-8",1,"PRM-8-1","Project Management","Prevention","Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",4,"PRM-4",1,"PRM-4-1","Project Management","Prevention","Early coordination with Sponsor to request necessary information for the US FWS review",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",3,"PRM-3",1,"PRM-3-1","Project Management","Transfer/Share","
Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.",0,0,0,0,0,03-NOV-23
4276,"Wayne Wastewater Treatment Plant Upgrades","Wayne Wastewater Treatment Plant Upgrades","",2,"PRM-2",1,"PRM-2-1","Project Management","Transfer/Share","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract",1,1,0,0,0,03-NOV-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",5,"PRM-5",1,"PRM-5-1","Project Management","Avoidance","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",1,1,0,0,0,23-AUG-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",1,"PRM-1",1,"PRM-1-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract",1,1,0,0,0,23-AUG-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",2,"PRM-2",1,"PRM-2-1","Project Management","Prevention","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",1,1,0,0,0,23-AUG-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",3,"PRM-3",1,"PRM-3-1","Project Management","Prevention","Early coordination with Sponsor to request necessary information for the US FWS review",1,1,0,0,0,23-AUG-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",6,"PRM-6",1,"PRM-6-1","Project Management","Prevention","Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement",1,1,0,0,0,23-AUG-23
4112,"Greenbrier County Phase II Waterline Extension Project","Greenbrier County Phase II Waterline Extension Project","",4,"PRM-4",1,"PRM-4-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials",1,1,0,0,0,23-AUG-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",7,"PRM-7",1,"PRM-7-1","Project Management","Prevention","Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",1,"PRM-1",1,"PRM-1-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project.",0,22,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",2,"PRM-2",1,"PRM-2-1","Project Management","Prevention","Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",4,"PRM-4",1,"PRM-4-1","Project Management","Prevention","Early coordination with Sponsor to request necessary information for the US FWS review.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",5,"PRM-5",1,"PRM-5-1","Project Management","Prevention","Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",8,"PRM-8",1,"PRM-8-1","Project Management","Prevention","Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",3,"PRM-3",1,"PRM-3-1","Project Management","Transfer/Share","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work.",0,0,0,0,0,11-DEC-23
4415,"Boyd County Economic Development Site Water Project","Boyd County Economic Development Site Water Project","",6,"PRM-6",1,"PRM-6-1","Project Management","Transfer/Share","Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting.",0,0,0,0,0,11-DEC-23
3994,"Statts Mills Road Water Extension Project","Statts Mills Road Water Extension Project","",8,"PRM-8",1,"PRM-8-1","Project Management","Avoidance","Frequent communication with sponsor to understand Sponsor's time to begin design or construction work",0,0,0,0,0,01-SEP-23
