PROJECT_ID,PROJECT_NAME,P2_SUB_IDENTIFIER,RISK_ID,RISK_IDENTIFIER,RISK_TREATMENT_ID,RISK_TREATMENT_IDENTIFIER,RISKOWNERDISCIPLINE,RISKTREATMENTTYPE,PROPOSED_RISK_TREATMENT,COST_IMPACT_RISK_TREATMENT,SCHEDULE_IMPACT_RISK_TREATMENT,RECOMMENDED_BY_PDT,IMPLEMENTED,LOCKSTATUS,EDITDATE
3574,Lower Missouri River Jefferson City L-142,NA,26,PLC-26,1,PLC-26-1,Planning - Cultural Resources,Transfer/Share,Team is accepting the risk and pushing it to the PED phase. ,100000,180,0,0,0,5/1/2023 7:44 PM
3711,"Hartford and East Hartford, CT Section 216 Levee Rehabilitation Study",NA,7,PLC-7,1,PLC-7-1,Planning - Cultural Resources,Prevention,"To reduce the probability and impact of the risk, the PDT will: 
1. Coordinate closely with the CT SHPO to determine which structures would fall into this risk and what actions need to be taken to comply with applicable laws.",0,0,1,0,0,6/13/2023 2:32 PM
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",NA,17,PLN-17,1,PLN-17-1,Planning - Environmental,Avoidance,"1) Staying engaged with the PDT, senior leadership, resource agencies, and NFS throughout the study. 2) Offer recommendations to measures and alternatives that avoid and minimize impacts to significant cultural and environmental resources within the study area. ",50000,120,1,0,0,6/26/2023 2:07 PM
3069,Tampa Harbor Navigation Improvement Study,NA,5,PLP-5,1,PLP-5-1,Planning - Plan Formulation,Accept,Coordinate frequently with the vertical team on funding and its relation to the exception request to ensure funding needs are met,0,0,0,1,0,5/18/2023 1:53 PM
3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",NA,18,PLC-18,1,PLC-18-1,Planning - Cultural Resources,Prevention,"Develop a programmatic agreement with consulting parties that initiates consultation under Section 106, evaluates structures within the APE and  their eligibility for listing to the NRHP, and determines the effect to these properties by the proposed undertaking.",50000,120,1,0,0,6/26/2023 2:49 PM
4992,Sabine Pass to Galveston Bay - Orange PACR,492048.2.21.2,2,RLE-2,1,RLE-2-1,Real Estate,Transfer/Share,Land evaluations may be required outside of Orange county to two adjacent counties. Appraisal Branch has not conducted any market evaluations in the adjacent counties.      Early coordination with PDT deliverables will be required to minimize PACRS schedule/costs impacts. ,20000,30,0,0,0,4/28/2024 12:24 PM
3572,City of Boston Coastal Storm Risk,NA,33,EGT-33,1,EGT-33-1,Engineering - Geotechnical,Prevention,This risk could be mitigated by conducting thorough utility-locating geophysical surveys during PED or Feasibility.,0,0,1,0,0,4/12/2024 1:05 PM
3572,City of Boston Coastal Storm Risk,NA,10,PLP-10,1,PLP-10-1,Planning - Plan Formulation,Prevention,Coordinate with PCX-CSRM and CPR CoP for policy compliant formulation strategy.  Concurrence received on 31 January 23 to formulate to High and Intermediate with sensitivity on the low.,0,0,1,1,0,2/14/2023 7:51 PM
3572,City of Boston Coastal Storm Risk,NA,10,PLP-10,2,PLP-10-2,Planning - Plan Formulation,Prevention,"Mitigate the risk through periodic IPRs and coordination/collaboration with the CPR CoP and PCX-CSRM to ensure alignment on formulation.  Don't wait until after the decisions are made, get alignment throughout. Costs associated with this risk response are for Labor associated with meetings.",5000,0,1,1,0,3/1/2023 7:06 PM
3652,DE Inland Bay/Bay Coast,NA,2,OTH-2,1,OTH-2-1,Other,Transfer/Share,"There are no additional opportunities for an increase in the budget due to budgetary constraints on the side of the non-federal sponsor. So, the risk to the project is accepted and no mitigation is currently available for this project. ",0,0,0,0,0,4/25/2023 12:49 PM
3572,City of Boston Coastal Storm Risk,NA,14,PLN-14,1,PLN-14-1,Planning - Environmental,Avoidance,The FAA is a cooperating agency with the study.  The study team is already engaging in discussions to ensure the risk is avoided.,0,0,1,1,0,3/1/2023 7:19 PM
3572,City of Boston Coastal Storm Risk,NA,14,PLN-14,2,PLN-14-2,Planning - Environmental,Prevention,"The study team engaged with ERDC EWN, who is conducting a study in the Belle Island Marsh area near the Airport.  We are working with the EWN team to identify potential impacts of NNBF, i.e. additional birds, or other hazards to the fly-way.",0,0,1,1,0,3/1/2023 7:20 PM
3677,Capstone,NA,9,PLC-9,1,PLC-9-1,Planning - Cultural Resources,Prevention,Identify specific properties at risk so specific measure can be developed.  Mitigation measures would be identified.,200000,120,0,0,0,3/14/2023 2:20 PM
3430,LSJ Lathrop Manteca Feasibility Study,NA,5,PLP-5,1,PLP-5-1,Planning - Plan Formulation,Prevention,Include LifeSIM in the study scope to meet requirements.,0,0,1,1,0,6/8/2023 2:22 PM
3572,City of Boston Coastal Storm Risk,NA,22,PLN-22,1,PLN-22-1,Planning - Environmental,Prevention,"We've identified the importance of community connectedness to the water in our formulation strategies. We understand that we will need to integrate water access into features, either as part of the formulation or, as a betterment.",0,0,1,1,0,3/1/2023 9:46 PM
3572,City of Boston Coastal Storm Risk,NA,22,PLN-22,2,PLN-22-2,Planning - Environmental,Prevention,"We've developed a community outreach plan that parallels the technical/planning/NEPA process to ensure community opportunities to participate in the process.  Where we can't avoid cutting access off, there will be plenty of opportunity to explain why and what alternatives were evaluated.",0,0,1,1,0,3/1/2023 9:48 PM
3572,City of Boston Coastal Storm Risk,NA,23,OTH-23,1,OTH-23-1,Other,Transfer/Share,"The team will do a literature Phase I review in Feasibility and account for the possibility in the Risk Register. However, it is the responsibility of the Sponsor to turn over clean LERRDS.",0,0,1,1,0,3/1/2023 9:56 PM
3652,DE Inland Bay/Bay Coast,NA,19,PLN-19,1,PLN-19-1,Planning - Environmental,Avoidance,"If Alternative 3 were to impact the superfund site at mitchell avenue, then the PDT would remove that part of the alternative to avoid impacting the HTRW. ",0,5,0,0,0,5/1/2023 8:30 PM
3652,DE Inland Bay/Bay Coast,NA,11,EHH-11,1,EHH-11-1,Engineering - Hydrology and Hydraulics,Prevention,The PDT is coordinating with the CPR CoP and will formulate to the SLC Curve best suited for our study areas as per the recommendation of the CPR CoP and the hydraulic and hydrologic specialist.,0,15,0,0,0,5/1/2023 12:10 PM
3652,DE Inland Bay/Bay Coast,NA,15,EHH-15,1,EHH-15-1,Engineering - Hydrology and Hydraulics,Prevention,"The team can recommend a more conservative approach than the current science is forecasting. The design could be scaled back at the time of construction phase, if deemed desirable.",0,0,0,0,0,5/1/2023 5:20 PM
3652,DE Inland Bay/Bay Coast,NA,21,PLN-21,1,PLN-21-1,Planning - Environmental,Transfer/Share,Accept the risk until a decision is made on whether an EIS will be prepared. ,0,0,0,0,0,5/2/2023 3:38 PM
2969,Ponte Vedra Beach CSRM,NA,21,PLP-21,1,PLP-21-1,Planning - Plan Formulation,Transfer/Share,"Keep North Ponte Vedra in the study until FWP modeling and refined cost analysis is complete.
2022-06-03 By keeping North Ponte Vedra in the formulation process, the team will be conducting analysis as planned and budgeted for, and the decision to screen this segment or carry it forward will be supported by additional modeled data rather than economic, engineering and planning assumptions.
2022-06-03 It is anticipated that the decision on screening North Ponte Vedra will be mad at or immediately prior to the TSP milestone.",0,0,0,0,0,7/17/2023 3:24 PM
3911,Andalusia Island Complex,NA,25,EHH-25,1,EHH-25-1,Engineering - Hydrology and Hydraulics,Prevention,"On time delivery.
",0,0,0,0,0,8/10/2023 4:10 PM
4072,Lower Mud,NA,9,PRM-9,1,PRM-9-1,Project Management,Transfer/Share,Low risk item therefore no risk reduction measure identified.,0,0,0,0,0,8/15/2023 2:56 PM
4111,Pond Creek Water Extension Project,NA,8,PRM-8,1,PRM-8-1,Project Management,Prevention,Frequent communication with USACE employees to promote understanding of project's current budget. Possibly reduce Sponsor's reimbursement ,1,1,0,0,0,8/23/2023 4:55 PM
4112,Greenbrier County Phase II Waterline Extension Project,NA,1,PRM-1,1,PRM-1-1,Project Management,Prevention,Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract,1,1,0,0,0,8/23/2023 7:35 PM
4112,Greenbrier County Phase II Waterline Extension Project,NA,2,PRM-2,1,PRM-2-1,Project Management,Prevention,Frequent communication with sponsor to understand Sponsor's time to begin design or construction work,1,1,0,0,0,8/23/2023 7:37 PM
4112,Greenbrier County Phase II Waterline Extension Project,NA,4,PRM-4,1,PRM-4-1,Project Management,Transfer/Share,Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials,1,1,0,0,0,8/23/2023 7:40 PM
4112,Greenbrier County Phase II Waterline Extension Project,NA,5,PRM-5,1,PRM-5-1,Project Management,Avoidance,Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.,1,1,0,0,0,8/23/2023 7:41 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,5,PLP-5,1,PLP-5-1,Planning - Plan Formulation,Avoidance,"Coordinate water quality policy to determine cost-sharing potential early with the vertical team. If cost-sharing is not available, WW reuse may not be considered as an alternative.",10000,0,0,0,0,8/23/2023 8:39 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,5,PLP-5,2,PLP-5-2,Planning - Plan Formulation,Avoidance,Coordinate with Miami-Dade County on their ability to complete WW treatment in the time and volume needed for ecosystem restoration.,10000,30,0,0,0,8/23/2023 8:39 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,6,PLP-6,1,PLP-6-1,Planning - Plan Formulation,Avoidance,"Run alternatives on multiple SLR scenarios in order to find the ones that best maintain level of service for the longest duration.
",5000,0,0,0,0,8/23/2023 8:49 PM
3544,Test A Project,NA,19,OPS-19,1,OPS-19-1,Operations,Transfer/Share,do nothing,0,0,0,0,0,6/26/2023 4:54 PM
3511,"C&SF:Flood Resiliency (Section 216) Study, FL",NA,25,EHH-25,1,EHH-25-1,Engineering - Hydrology and Hydraulics,Prevention,"Team will continuously look at how the project performs under large surge events that would be associated with High SLC plus surge frequency. This assessment may influence plan selection or refinement of plans during the initial rounds of modeling. All three SLC curves will be simulated for the TSP, and refinements and/or adaptation strategies will be included.",50000,45,1,0,0,7/18/2023 9:43 AM
3911,Andalusia Island Complex,NA,8,PLN-8,1,PLN-8-1,Planning - Environmental,NA,"Conduct fall survey to capture fall migrant data.
",0,0,0,0,0,7/20/2023 3:09 PM
2969,Ponte Vedra Beach CSRM,NA,4,PLP-4,1,PLP-4-1,Planning - Plan Formulation,Mitigation,Alternatives milestone meeting scheduled for 90 days from receipt of funds rather than 90 days from signing of FCSA,0,21,1,1,0,7/31/2023 2:24 PM
1241,Lake Okeechobee Watershed,NA,12,PLP-12,1,PLP-12-1,Planning - Plan Formulation,Transfer/Share,Risk management strategies included updated cost for ASR technology in the revised PIR/EIS (first cost and/or contingency).,0,0,0,0,0,7/31/2023 1:20 PM
2969,Ponte Vedra Beach CSRM,NA,3,PLP-3,1,PLP-3-1,Planning - Plan Formulation,Transfer/Share,Include VT and PDT in discussions on study area and scope early on.,0,0,1,1,0,7/31/2023 2:22 PM
2969,Ponte Vedra Beach CSRM,NA,3,PLP-3,2,PLP-3-2,Planning - Plan Formulation,Transfer/Share, Identification of study area and scope of project from FCSA and study Authority.,0,0,1,1,0,7/31/2023 2:22 PM
2969,Ponte Vedra Beach CSRM,NA,5,PLE-5,1,PLE-5-1,Planning - Economics,Avoidance,"Previous data will be verified prior to use, and used as a supplemental source to new data",0,0,1,1,0,7/31/2023 2:28 PM
2969,Ponte Vedra Beach CSRM,NA,12,PLN-12,1,PLN-12-1,Planning - Environmental,Transfer/Share,"Study area may be reduced to exclude CBRA OPA
2021-07-29 Risk updated to Low Risk",0,0,0,0,0,7/17/2023 2:36 PM
3911,Andalusia Island Complex,NA,11,OPS-11,1,OPS-11-1,Operations,Transfer/Share,"If concerns with surveys/data present themselves, seek support with SARA.",0,0,0,0,0,8/3/2023 4:52 PM
3911,Andalusia Island Complex,NA,18,EHH-18,1,EHH-18-1,Engineering - Hydrology and Hydraulics,Transfer/Share,"Place the pools, riffles, and runs into the model now.  ",0,0,0,0,0,8/9/2023 3:02 PM
3911,Andalusia Island Complex,NA,12,EHH-12,1,EHH-12-1,Engineering - Hydrology and Hydraulics,Avoidance,On time delivery.,0,0,0,0,0,8/3/2023 5:26 PM
3911,Andalusia Island Complex,NA,16,EHH-16,1,EHH-16-1,Engineering - Hydrology and Hydraulics,Avoidance,"Request survey of the study area. 
",0,0,0,0,0,8/9/2023 2:30 PM
3911,Andalusia Island Complex,NA,17,EHH-17,1,EHH-17-1,Engineering - Hydrology and Hydraulics,Transfer/Share,Civil Design completes the measured quantities.,0,0,0,0,0,8/9/2023 2:55 PM
3911,Andalusia Island Complex,NA,19,EHH-19,1,EHH-19-1,Engineering - Hydrology and Hydraulics,Avoidance,Design of the hydraulic model is based on this criteria.,0,0,0,0,0,8/9/2023 3:13 PM
4051,Environmental Infrastructure Template,NA,6,PRM-6,1,PRM-6-1,Project Management,Transfer/Share,"Frequent communication with sponsor to understand Sponsor's time to source additional funding or required materials
",1,1,0,0,0,8/9/2023 8:04 PM
4051,Environmental Infrastructure Template,NA,7,PRM-7,1,PRM-7-1,Project Management,Avoidance,"Frequent communication with Sponsor to promote understanding of extended timeline required for claiming LERRDs crediting
",1,1,0,0,0,8/9/2023 8:06 PM
4051,Environmental Infrastructure Template,NA,8,PRM-8,1,PRM-8-1,Project Management,Avoidance,"Communicate with sponsor to promote understanding of steps required for a PPA Amendment. Encourage in-scope change.
",1,1,0,0,0,8/9/2023 8:10 PM
3993,"Vermilion County, Illinois, Emergency Streambank Stabilization",NA,8,OTH-8,1,OTH-8-1,Other,Transfer/Share,Allocate schedule amortization contingency to accommodate.,50000,60,0,0,0,7/24/2023 2:48 PM
3911,Andalusia Island Complex,NA,34,EGT-34,1,EGT-34-1,Engineering - Geotechnical,Prevention,Risk could be reduced by collecting soil/groundwater samples early in the project phase.  Good engineering judgment and contingencies can also be used to reduce risk.,0,0,0,0,0,8/11/2023 6:28 PM
3911,Andalusia Island Complex,NA,36,RLE-36,1,RLE-36-1,Real Estate,Prevention,Early knowledge of utility relocations ,0,0,0,0,0,8/11/2023 8:34 PM
2625,Kansas River Reservoirs Flood and Sediment Study,NA,1,PRM-1,1,PRM-1-1,Project Management,Transfer/Share,"Numerous meetings were held with the non-federal sponsors and key stakeholder including conducting a planning charette, small group workshop with over 40 stakeholders, presentations at multiple organizations, meetings with the advisory committee, and numerous meetings with key stakeholder groups. The Project Management Plan was developed in partnership with the non-federal sponsors and approved. ",0,0,1,1,0,8/21/2023 7:39 PM
4111,Pond Creek Water Extension Project,NA,3,PRM-3,1,PRM-3-1,Project Management,Prevention,"Frequent communication with Sponsor to promote understanding of next steps of the project and requirements to bid construction contract

",1,1,0,0,0,8/23/2023 2:29 PM
2847,Biscayne Bay & Southeastern Everglades Ecosystem Restoration,NA,6,PLP-6,2,PLP-6-2,Planning - Plan Formulation,Transfer/Share,Miami-Dade county or the State of Florida and USACE may change operations of the current system (including features built from the BBSEER selected plan) in the future.,10000,60,0,0,0,8/23/2023 8:49 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,7,PLP-7,1,PLP-7-1,Planning - Plan Formulation,Avoidance,"Utilize Virginia DMMA, i.e., adopt the minimization measures (construction methodologies that reduce spillage/turbidity).",20000,0,0,0,0,8/25/2023 1:04 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,7,PLP-7,2,PLP-7-2,Planning - Plan Formulation,Avoidance,DMMA on Virginia Key with overflow outfall pipe following WWTF pipeline corridor to deep water.,20000,0,0,0,0,8/25/2023 1:04 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,8,PLP-8,1,PLP-8-1,Planning - Plan Formulation,Avoidance,Run four design vessels in ship simulation to minimize uncertainties.,0,0,0,0,0,8/25/2023 2:02 PM
2065,MIAMI HARBOR IMPROVEMENTS,NA,8,PLP-8,2,PLP-8-2,Planning - Plan Formulation,Avoidance,Conduct a 2nd ship simulation and coordination with Port and Pilots to ensure footprint is acceptable.,5000,0,0,0,0,8/25/2023 2:03 PM
